filename,num_distractors,size,colourbin,selected_cell,actual_cell,correct,selected_response
image_134.png,89,20,0.0,"(2, 2)","(2, 1)",False,"Cell (2,2)"
image_135.png,30,20,0.0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_136.png,20,20,0.0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_137.png,59,20,0.0,"(2, 2)","(2, 1)",False,"Cell (2,2)"
image_138.png,58,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_139.png,38,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_140.png,80,20,0.0,"(2, 2)","(2, 1)",False,"Cell (2,2)."
image_141.png,99,20,0.0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_142.png,42,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)"
image_143.png,60,20,0.0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_144.png,36,20,0.0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_145.png,11,20,0.0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_146.png,50,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_147.png,50,20,0.0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_148.png,83,20,0.0,"(1, 2)","(1, 2)",True,"Cell (1,2)."
image_149.png,58,20,0.0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_150.png,54,20,0.0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_151.png,21,20,0.0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_152.png,92,20,0.0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_153.png,8,20,0.0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_154.png,41,20,0.0,"(2, 2)","(1, 1)",False,"Cell (2,2)."
image_155.png,10,20,0.0,"(2, 1)","(1, 2)",False,"Cell (2,1)."
image_156.png,11,20,0.0,"(2, 1)","(2, 2)",False,"Cell (2,1)."
image_157.png,52,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_158.png,53,20,0.0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_159.png,7,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_160.png,83,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)"
image_161.png,55,20,0.0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_162.png,53,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_163.png,4,20,0.0,"(1, 2)","(2, 2)",False,"Cell (1,2)."
image_164.png,66,20,0.0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_165.png,39,20,0.0,"(2, 1)","(2, 2)",False,"Cell (2,1)."
image_166.png,19,20,0.0,"(3, 1)","(2, 1)",False,"Cell (3,1)."
image_167.png,83,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)"
image_168.png,3,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_169.png,70,20,0.0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_170.png,38,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_171.png,0,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_172.png,81,20,0.0,"(1, 2)","(1, 1)",False,"Cell (1,2)."
image_173.png,28,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_174.png,87,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)"
image_175.png,0,20,0.0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_176.png,57,20,0.0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_177.png,37,20,0.0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_178.png,88,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_179.png,12,20,0.0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_180.png,4,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_181.png,70,20,0.0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_182.png,7,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_183.png,55,20,0.0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_184.png,50,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_185.png,89,20,0.0,"(2, 2)","(2, 1)",False,"Cell (2,2)"
image_186.png,10,20,0.0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_187.png,82,20,0.0,"(1, 2)","(1, 2)",True,"Cell (1,2)."
image_188.png,69,20,0.0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_189.png,36,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_190.png,94,20,0.0,"(2, 2)","(1, 1)",False,"Cell (2,2)."
image_191.png,29,20,0.0,"(2, 2)","(1, 1)",False,"Cell (2,2)."
image_192.png,90,20,0.0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_193.png,93,20,0.0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_194.png,14,20,0.0,"(1, 2)","(2, 1)",False,"Cell (1,2)."
image_195.png,65,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_196.png,37,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_197.png,60,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_198.png,26,20,0.0,"(1, 2)","(1, 1)",False,"Cell (1,2)."
image_199.png,7,20,0.0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_200.png,9,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_201.png,37,20,0.0,"(1, 2)","(1, 2)",True,"Cell (1,2)."
image_202.png,26,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_203.png,46,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_204.png,22,20,0.0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_205.png,92,20,0.0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_206.png,51,20,0.0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_207.png,5,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_208.png,35,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)"
image_209.png,26,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_210.png,70,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_211.png,58,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_212.png,13,20,0.0,"(2, 3)","(2, 2)",False,"Cell (2,3)."
image_213.png,13,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_214.png,96,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_215.png,51,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_216.png,73,20,0.0,"(2, 2)","(2, 1)",False,"Cell (2,2)."
image_217.png,30,20,0.0,"(2, 2)","(1, 1)",False,"Cell (2,2)."
image_218.png,53,20,0.0,"(2, 1)","(1, 2)",False,"Cell (2,1)."
image_219.png,42,20,0.0,"(2, 2)","(1, 1)",False,"Cell (2,2)."
image_220.png,33,20,0.0,"(1, 2)","(2, 1)",False,"Cell (1,2)."
image_221.png,32,20,0.0,"(2, 1)","(1, 2)",False,"Cell (2,1)."
image_222.png,41,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_223.png,68,20,0.0,"(2, 2)","(1, 1)",False,"Cell (2,2)."
image_224.png,40,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)"
image_225.png,43,20,0.0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_226.png,8,20,0.0,"(2, 1)","(1, 2)",False,"Cell (2,1)."
image_227.png,11,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)"
image_228.png,56,20,0.0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_229.png,43,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_230.png,53,20,0.0,"(2, 2)","(1, 1)",False,"Cell (2,2)."
image_231.png,23,20,0.0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_232.png,92,20,0.0,"(2, 2)","(2, 1)",False,"Cell (2,2)."
image_233.png,88,20,0.0,"(2, 2)","(1, 1)",False,"Cell (2,2)."
image_234.png,37,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_235.png,27,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_236.png,28,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_237.png,88,20,0.0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_238.png,74,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_239.png,83,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)"
image_240.png,26,20,0.0,"(2, 1)","(2, 2)",False,"Cell (2,1)."
image_241.png,99,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_242.png,26,20,0.0,"(2, 2)","(2, 1)",False,"Cell (2,2)."
image_243.png,65,20,0.0,"(2, 2)","(2, 1)",False,"Cell (2,2)."
image_244.png,84,20,0.0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_245.png,33,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_246.png,94,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_247.png,34,20,0.0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_248.png,78,20,0.0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_249.png,46,20,0.0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_250.png,29,20,0.0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_251.png,77,20,0.0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_252.png,37,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)"
image_253.png,56,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_254.png,86,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_255.png,0,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_256.png,34,20,0.0,"(2, 1)","(2, 2)",False,"Cell (2,1)."
image_257.png,70,20,0.0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_258.png,47,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_259.png,34,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_260.png,19,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_261.png,20,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_262.png,25,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_263.png,78,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_264.png,31,20,0.0,"(2, 2)","(2, 1)",False,"Cell (2,2)."
image_265.png,34,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_266.png,25,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_267.png,38,20,0.0,"(1, 2)","(2, 1)",False,"Cell (1,2)."
image_268.png,5,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_269.png,3,20,0.0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_270.png,29,20,0.0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_271.png,37,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_272.png,74,20,0.0,"(1, 2)","(2, 2)",False,"Cell (1,2)."
image_273.png,64,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_274.png,64,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_275.png,58,20,0.0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_276.png,50,20,0.0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_277.png,34,20,0.0,"(2, 2)","(2, 1)",False,"Cell (2,2)."
image_278.png,9,20,0.0,"(2, 2)","(1, 1)",False,"Cell (2,2)."
image_279.png,85,20,0.0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_280.png,55,20,0.0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_281.png,94,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_282.png,96,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)"
image_283.png,33,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_284.png,81,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_285.png,24,20,0.0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_286.png,97,20,0.0,"(2, 1)","(1, 2)",False,"Cell (2,1)."
image_287.png,34,20,0.0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_288.png,73,20,0.0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_289.png,60,20,0.0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_290.png,59,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_291.png,93,20,0.0,"(1, 2)","(2, 1)",False,"Cell (1,2)."
image_292.png,34,20,0.0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_293.png,53,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_294.png,90,20,0.0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_295.png,79,20,0.0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_296.png,97,20,0.0,"(2, 2)","(1, 1)",False,"Cell (2,2)."
image_297.png,30,20,0.0,"(2, 2)","(1, 1)",False,"Cell (2,2)."
image_298.png,42,20,0.0,"(2, 1)","(1, 2)",False,"Cell (2,1)."
image_299.png,42,20,0.0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
